"Project","Deployment_ID","Species_Name","Common_Name","Age","Sex","Count","Class","Latitude","Longitude"
"Montana Ranch Survey","d63342","Cervus canadensis","Elk","Unknown","Unknown",3,"Mammals",48.09256,-112.71216
"Montana Ranch Survey","d63342","Cervus canadensis","Elk","Adult","Female",6,"Mammals",48.09256,-112.71216
"Montana Ranch Survey","d63342","Cervus canadensis","Elk","Unknown","Unknown",2,"Mammals",48.09256,-112.71216
"Montana Ranch Survey","d63342","Cervus canadensis","Elk","Adult","Male",2,"Mammals",48.09256,-112.71216
"Montana Ranch Survey","d63342","Cervus canadensis","Elk","Adult","Female",2,"Mammals",48.09256,-112.71216
"Montana Ranch Survey","d63342","Odocoileus virginianus","White-tailed Deer","Adult","Male",2,"Mammals",48.09256,-112.71216
"Montana Ranch Survey","d63342","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",48.09256,-112.71216
"Montana Ranch Survey","d63342","Odocoileus hemionus","Mule Deer","Adult","Female",1,"Mammals",48.09256,-112.71216
"Montana Ranch Survey","d63342","Odocoileus hemionus","Mule Deer","Adult","Male",1,"Mammals",48.09256,-112.71216
"Montana Ranch Survey","d63369","Sciurus niger","Eastern Fox Squirrel","Unknown","Unknown",1,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",1,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Odocoileus virginianus","White-tailed Deer","Adult","Female",2,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Tamiasciurus hudsonicus","American Red Squirrel","Unknown","Unknown",1,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Odocoileus virginianus","White-tailed Deer","Adult","Female",3,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",2,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Canis familiaris","Domestic Dog","Unknown","Unknown",1,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Sylvilagus nuttallii","Mountain Cottontail","Unknown","Unknown",1,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",2,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",5,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63369","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",3,"Mammals",46.86254,-113.97896
"Montana Ranch Survey","d63349","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",1,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",2,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Vulpes vulpes","Red Fox","Unknown","Unknown",1,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Felis catus","Domestic Cat","Unknown","Unknown",1,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Procyon lotor","Northern Raccoon","Unknown","Unknown",2,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",3,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Odocoileus virginianus","White-tailed Deer","Adult","Male",3,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Odocoileus virginianus","White-tailed Deer","Adult","Female",3,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",2,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Homo sapiens","Human non-staff","Unknown","Unknown",2,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Canis familiaris","Domestic Dog","Unknown","Unknown",1,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Odocoileus virginianus","White-tailed Deer","Adult","Male",2,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Odocoileus virginianus","White-tailed Deer","Adult","Female",2,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",4,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63349","Sciurus niger","Eastern Fox Squirrel","Unknown","Unknown",1,"Mammals",46.82091,-114.03002
"Montana Ranch Survey","d63360","Odocoileus hemionus","Mule Deer","Juvenile","Unknown",1,"Mammals",46.87617,-113.96255
"Montana Ranch Survey","d63360","Odocoileus hemionus","Mule Deer","Adult","Female",1,"Mammals",46.87617,-113.96255
"Montana Ranch Survey","d63360","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",46.87617,-113.96255
"Montana Ranch Survey","d63360","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",46.87617,-113.96255
"Montana Ranch Survey","d63360","Dendragapus obscurus","Dusky Grouse","Unknown","Unknown",2,"Aves",46.87617,-113.96255
"Montana Ranch Survey","d63360","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",46.87617,-113.96255
"Montana Ranch Survey","d63360","Odocoileus hemionus","Mule Deer","Unknown","Unknown",1,"Mammals",46.87617,-113.96255
"Montana Ranch Survey","d63360","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",46.87617,-113.96255
"Montana Ranch Survey","d63360","Odocoileus hemionus","Mule Deer","Adult","Male",1,"Mammals",46.87617,-113.96255
"Montana Ranch Survey","d63360","Odocoileus hemionus","Mule Deer","Juvenile","Unknown",2,"Mammals",46.87617,-113.96255
"Montana Ranch Survey","d63360","Cervus canadensis","Elk","Unknown","Unknown",6,"Mammals",46.87617,-113.96255
"Montana Ranch Survey","d63351","Canis familiaris","Domestic Dog","Unknown","Unknown",2,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",4,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",3,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",2,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",1,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Sciurus niger","Eastern Fox Squirrel","Unknown","Unknown",1,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Homo sapiens","Human non-staff","Unknown","Unknown",3,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Homo sapiens","Human non-staff","Unknown","Unknown",10,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Bicycle","Bicycle","Unknown","Unknown",1,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Homo sapiens","Human non-staff","Unknown","Unknown",6,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Homo sapiens","Human non-staff","Unknown","Unknown",4,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Homo sapiens","Human non-staff","Unknown","Unknown",2,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Canis familiaris","Domestic Dog","Unknown","Unknown",1,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Sciurus niger","Eastern Fox Squirrel","Unknown","Unknown",2,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Felis catus","Domestic Cat","Unknown","Unknown",1,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Odocoileus virginianus","White-tailed Deer","Adult","Male",2,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Canis familiaris","Domestic Dog","Unknown","Unknown",3,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",9,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",6,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Procyon lotor","Northern Raccoon","Unknown","Unknown",4,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Procyon lotor","Northern Raccoon","Unknown","Unknown",2,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",5,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Canis familiaris","Domestic Dog","Unknown","Unknown",4,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",2,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Bicycle","Bicycle","Unknown","Unknown",2,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Odocoileus virginianus","White-tailed Deer","Adult","Female",2,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63351","Sciurus niger","Eastern Fox Squirrel","Unknown","Unknown",3,"Mammals",46.83493,-114.0057
"Montana Ranch Survey","d63350","Canis familiaris","Domestic Dog","Unknown","Unknown",1,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Canis familiaris","Domestic Dog","Unknown","Unknown",2,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Homo sapiens","Human non-staff","Unknown","Unknown",2,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",1,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",2,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Felis catus","Domestic Cat","Unknown","Unknown",1,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Vulpes vulpes","Red Fox","Unknown","Unknown",1,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Procyon lotor","Northern Raccoon","Unknown","Unknown",2,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",3,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Homo sapiens","Human non-staff","Unknown","Unknown",3,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Procyon lotor","Northern Raccoon","Unknown","Unknown",3,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Vulpes vulpes","Red Fox","Unknown","Unknown",2,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Procyon lotor","Northern Raccoon","Unknown","Unknown",4,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",4,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Vehicle","Vehicle","Unknown","Unknown",1,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Odocoileus virginianus","White-tailed Deer","Adult","Male",2,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Homo sapiens","Human non-staff","Unknown","Unknown",5,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Odocoileus virginianus","White-tailed Deer","Adult","Female",2,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",2,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63350","Vehicle","Vehicle","Unknown","Unknown",2,"Mammals",46.81736,-114.06136
"Montana Ranch Survey","d63362","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Cervus canadensis","Elk","Unknown","Unknown",1,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",1,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",2,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",2,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Ursus americanus","American Black Bear","Unknown","Unknown",1,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Vulpes vulpes","Red Fox","Unknown","Unknown",1,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Canis latrans","Coyote","Unknown","Unknown",2,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Tamiasciurus hudsonicus","American Red Squirrel","Unknown","Unknown",1,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",4,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",5,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63362","Meleagris gallopavo","Wild Turkey","Unknown","Unknown",8,"Aves",46.89771,-114.17403
"Montana Ranch Survey","d63362","Odocoileus virginianus","White-tailed Deer","Adult","Female",3,"Mammals",46.89771,-114.17403
"Montana Ranch Survey","d63370","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",1,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",2,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Canis familiaris","Domestic Dog","Unknown","Unknown",1,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Homo sapiens","Human non-staff","Unknown","Unknown",2,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",2,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Vulpes vulpes","Red Fox","Unknown","Unknown",1,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Odocoileus virginianus","White-tailed Deer","Adult","Female",4,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Odocoileus virginianus","White-tailed Deer","Adult","Female",3,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",4,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Odocoileus virginianus","White-tailed Deer","Adult","Female",2,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63370","Homo sapiens","Human non-staff","Unknown","Unknown",4,"Mammals",46.87191,-114.06057
"Montana Ranch Survey","d63347","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63347","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63347","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63347","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",1,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63347","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",2,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63347","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",3,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63347","Homo sapiens","Human non-staff","Unknown","Unknown",3,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63347","Odocoileus virginianus","White-tailed Deer","Adult","Female",2,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63347","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63347","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63347","Odocoileus virginianus","White-tailed Deer","Adult","Male",2,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63347","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",2,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63347","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",4,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63347","Odocoileus hemionus","Mule Deer","Adult","Male",1,"Mammals",46.84881,-113.97624
"Montana Ranch Survey","d63359","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",1,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",2,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",3,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Canis familiaris","Domestic Dog","Unknown","Unknown",1,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Felis catus","Domestic Cat","Unknown","Unknown",1,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Ursus americanus","American Black Bear","Unknown","Unknown",1,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Odocoileus virginianus","White-tailed Deer","Adult","Female",2,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Ursus americanus","American Black Bear","Adult","Female",1,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Ursus americanus","American Black Bear","Juvenile","Unknown",1,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Sciurus niger","Eastern Fox Squirrel","Unknown","Unknown",1,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Procyon lotor","Northern Raccoon","Unknown","Unknown",3,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Ursus americanus","American Black Bear","Unknown","Unknown",2,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Odocoileus virginianus","White-tailed Deer","Adult","Male",2,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Vehicle","Vehicle","Unknown","Unknown",1,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Odocoileus virginianus","White-tailed Deer","Adult","Female",3,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Odocoileus virginianus","White-tailed Deer","Adult","Female",4,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Procyon lotor","Northern Raccoon","Unknown","Unknown",2,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Procyon lotor","Northern Raccoon","Unknown","Unknown",4,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",2,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",5,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",4,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63359","Canis familiaris","Domestic Dog","Unknown","Unknown",2,"Mammals",46.88117,-113.97487
"Montana Ranch Survey","d63366","Vehicle","Vehicle","Unknown","Unknown",1,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Bicycle","Bicycle","Unknown","Unknown",1,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Homo sapiens","Human non-staff","Unknown","Unknown",2,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Canis familiaris","Domestic Dog","Unknown","Unknown",2,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Canis familiaris","Domestic Dog","Unknown","Unknown",1,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Bicycle","Bicycle","Unknown","Unknown",2,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Homo sapiens","Human non-staff","Unknown","Unknown",3,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Homo sapiens","Human non-staff","Unknown","Unknown",4,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Bicycle","Bicycle","Unknown","Unknown",3,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Vehicle","Vehicle","Unknown","Unknown",2,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Homo sapiens","Human non-staff","Unknown","Unknown",11,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Homo sapiens","Human non-staff","Unknown","Unknown",9,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Homo sapiens","Human non-staff","Unknown","Unknown",15,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Homo sapiens","Human non-staff","Unknown","Unknown",5,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Canis familiaris","Domestic Dog","Unknown","Unknown",3,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Felis catus","Domestic Cat","Unknown","Unknown",1,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Sciurus niger","Eastern Fox Squirrel","Unknown","Unknown",1,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Homo sapiens","Human non-staff","Unknown","Unknown",10,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Homo sapiens","Human non-staff","Unknown","Unknown",6,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Vehicle","Vehicle","Unknown","Unknown",3,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Sciurus niger","Eastern Fox Squirrel","Unknown","Unknown",2,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63366","Bicycle","Bicycle","Unknown","Unknown",4,"Mammals",46.86875,-113.99052
"Montana Ranch Survey","d63357","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Odocoileus virginianus","White-tailed Deer","Adult","Female",2,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",1,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",2,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Felis catus","Domestic Cat","Unknown","Unknown",2,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",2,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Mephitis mephitis","Striped Skunk","Unknown","Unknown",1,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Procyon lotor","Northern Raccoon","Unknown","Unknown",5,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Procyon lotor","Northern Raccoon","Unknown","Unknown",2,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Procyon lotor","Northern Raccoon","Unknown","Unknown",4,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Sciurus niger","Eastern Fox Squirrel","Unknown","Unknown",1,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",3,"Mammals",46.86777,-114.05781
"Montana Ranch Survey","d63357","Procyon lotor","Northern Raccoon","Unknown","Unknown",3,"Mammals",46.86777,-114.05781
