"Project","Deployment_ID","Species_Name","Common_Name","Age","Sex","Count","Class","Latitude","Longitude"
"Snapshot USA - 2019","d58722","Ursus arctos","Brown Bear","Unknown","Unknown",1,"Mammals",59.42643,-136.2225
"Snapshot USA - 2019","d58722","Ursus arctos","Brown Bear","Adult","Female",1,"Mammals",59.42643,-136.2225
"Snapshot USA - 2019","d58722","Ursus arctos","Brown Bear","Juvenile","Unknown",2,"Mammals",59.42643,-136.2225
"Snapshot USA - 2019","d58722","Ursus arctos","Brown Bear","Unknown","Unknown",2,"Mammals",59.42643,-136.2225
"Snapshot USA - 2019","d58722","Haliaeetus leucocephalus","Bald Eagle","Unknown","Unknown",1,"Aves",59.42643,-136.2225
"Snapshot USA - 2019","d58722","Ursus arctos","Brown Bear","Juvenile","Unknown",1,"Mammals",59.42643,-136.2225
"Snapshot USA - 2019","d58722","Ursus arctos","Brown Bear","Juvenile","Unknown",3,"Mammals",59.42643,-136.2225
"Snapshot USA - 2019","d58722","Alces alces","Moose","Adult","Male",1,"Mammals",59.42643,-136.2225
"Snapshot USA - 2019","d58723","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",59.39905,-135.9288
"Snapshot USA - 2019","d58723","Ursus arctos","Brown Bear","Unknown","Unknown",1,"Mammals",59.39905,-135.9288
"Snapshot USA - 2019","d58723","Ursus arctos","Brown Bear","Unknown","Unknown",2,"Mammals",59.39905,-135.9288
"Snapshot USA - 2019","d58723","Pica hudsonia","Other Bird species","Unknown","Unknown",1,"Aves",59.39905,-135.9288
"Snapshot USA - 2019","d58723","Lynx canadensis","Canada Lynx","Unknown","Unknown",1,"Mammals",59.39905,-135.9288
"Snapshot USA - 2019","d58723","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",59.39905,-135.9288
"Snapshot USA - 2019","d58723","Alces alces","Moose","Adult","Female",1,"Mammals",59.39905,-135.9288
"Snapshot USA - 2019","d58724","Ursus arctos","Brown Bear","Unknown","Unknown",1,"Mammals",59.3802,-135.84097
"Snapshot USA - 2019","d58724","Haliaeetus leucocephalus","Bald Eagle","Juvenile","Unknown",1,"Aves",59.3802,-135.84097
"Snapshot USA - 2019","d58724","Haliaeetus leucocephalus","Bald Eagle","Juvenile","Unknown",2,"Aves",59.3802,-135.84097
"Snapshot USA - 2019","d58724","Haliaeetus leucocephalus","Bald Eagle","Adult","Male",1,"Aves",59.3802,-135.84097
"Snapshot USA - 2019","d58724","Canis familiaris","Domestic Dog","Unknown","Unknown",1,"Mammals",59.3802,-135.84097
"Snapshot USA - 2019","d58724","Homo sapiens","Human non-staff","Unknown","Unknown",3,"Mammals",59.3802,-135.84097
"Snapshot USA - 2019","d58724","Haliaeetus leucocephalus","Bald Eagle","Adult","Male",2,"Aves",59.3802,-135.84097
"Snapshot USA - 2019","d58724","Haliaeetus leucocephalus","Bald Eagle","Juvenile","Male",1,"Aves",59.3802,-135.84097
"Snapshot USA - 2019","d58724","Canis familiaris","Domestic Dog","Unknown","Unknown",2,"Mammals",59.3802,-135.84097
"Snapshot USA - 2019","d58724","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",59.3802,-135.84097
"Snapshot USA - 2019","d58724","Haliaeetus leucocephalus","Bald Eagle","Unknown","Unknown",1,"Aves",59.3802,-135.84097
"Snapshot USA - 2019","d58724","Haliaeetus leucocephalus","Bald Eagle","Unknown","Unknown",3,"Aves",59.3802,-135.84097
"Snapshot USA - 2019","d58724","Haliaeetus leucocephalus","Bald Eagle","Unknown","Unknown",2,"Aves",59.3802,-135.84097
"Snapshot USA - 2019","d58725","Vehicle","Vehicle","Unknown","Unknown",1,"Mammals",59.42641,-136.30461
"Snapshot USA - 2019","d58725","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",59.42641,-136.30461
"Snapshot USA - 2019","d58725","Ursus americanus","American Black Bear","Unknown","Unknown",1,"Mammals",59.42641,-136.30461
"Snapshot USA - 2019","d58726","Ursus americanus","American Black Bear","Unknown","Unknown",1,"Mammals",59.41195,-136.15141
"Snapshot USA - 2019","d58726","Ursus americanus","American Black Bear","Adult","Female",1,"Mammals",59.41195,-136.15141
"Snapshot USA - 2019","d58726","Ursus americanus","American Black Bear","Juvenile","Unknown",1,"Mammals",59.41195,-136.15141
"Snapshot USA - 2019","d58726","Alces alces","Moose","Adult","Male",1,"Mammals",59.41195,-136.15141
"Snapshot USA - 2019","d58726","Lynx canadensis","Canada Lynx","Unknown","Unknown",1,"Mammals",59.41195,-136.15141
"Snapshot USA - 2019","d58726","Alces alces","Moose","Unknown","Unknown",1,"Mammals",59.41195,-136.15141
"Snapshot USA - 2019","d58726","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",59.41195,-136.15141
"Snapshot USA - 2019","d58727","Ursus arctos","Brown Bear","Unknown","Unknown",1,"Mammals",59.41492,-136.0754
"Snapshot USA - 2019","d58727","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",59.41492,-136.0754
"Snapshot USA - 2019","d58727","Canis lupus","Gray Wolf","Unknown","Unknown",2,"Mammals",59.41492,-136.0754
"Snapshot USA - 2019","d58727","Ursus arctos","Brown Bear","Adult","Female",1,"Mammals",59.41492,-136.0754
"Snapshot USA - 2019","d58727","Pica hudsonia","Other Bird species","Unknown","Unknown",1,"Aves",59.41492,-136.0754
"Snapshot USA - 2019","d58727","Canis lupus","Gray Wolf","Unknown","Unknown",1,"Mammals",59.41492,-136.0754
"Snapshot USA - 2019","d58727","Haliaeetus leucocephalus","Bald Eagle","Juvenile","Unknown",1,"Aves",59.41492,-136.0754
"Snapshot USA - 2019","d58727","Ursus arctos","Brown Bear","Unknown","Unknown",2,"Mammals",59.41492,-136.0754
"Snapshot USA - 2019","d58727","Ursus arctos","Brown Bear","Juvenile","Unknown",2,"Mammals",59.41492,-136.0754
"Snapshot USA - 2019","d58727","Ursus arctos","Brown Bear","Juvenile","Unknown",3,"Mammals",59.41492,-136.0754
"Snapshot USA - 2019","d58727","Haliaeetus leucocephalus","Bald Eagle","Unknown","Unknown",1,"Aves",59.41492,-136.0754
"Snapshot USA - 2019","d58727","Ursus arctos","Brown Bear","Juvenile","Unknown",1,"Mammals",59.41492,-136.0754
"Snapshot USA - 2019","d58728","Canis lupus","Gray Wolf","Unknown","Unknown",1,"Mammals",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Ursus arctos","Brown Bear","Unknown","Unknown",1,"Mammals",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Canis lupus","Gray Wolf","Unknown","Unknown",2,"Mammals",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Pica hudsonia","Other Bird species","Unknown","Unknown",2,"Aves",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Canis familiaris","Domestic Dog","Unknown","Unknown",1,"Mammals",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Ursus arctos","Brown Bear","Adult","Female",1,"Mammals",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Ursus arctos","Brown Bear","Juvenile","Unknown",1,"Mammals",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Ursus arctos","Brown Bear","Juvenile","Unknown",3,"Mammals",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Homo sapiens","Human non-staff","Adult","Male",2,"Mammals",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Haliaeetus leucocephalus","Bald Eagle","Unknown","Unknown",1,"Aves",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Haliaeetus leucocephalus","Bald Eagle","Unknown","Unknown",2,"Aves",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Pica hudsonia","Other Bird species","Unknown","Unknown",1,"Aves",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Haliaeetus leucocephalus","Bald Eagle","Adult","Female",1,"Aves",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Haliaeetus leucocephalus","Bald Eagle","Juvenile","Unknown",1,"Aves",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Ursus arctos","Brown Bear","Juvenile","Unknown",2,"Mammals",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Haliaeetus leucocephalus","Bald Eagle","Adult","Male",1,"Aves",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Ursus arctos","Brown Bear","Unknown","Unknown",2,"Mammals",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Haliaeetus leucocephalus","Bald Eagle","Unknown","Unknown",3,"Aves",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Haliaeetus leucocephalus","Bald Eagle","Juvenile","Unknown",2,"Aves",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Haliaeetus leucocephalus","Bald Eagle","Unknown","Unknown",4,"Aves",59.41505,-136.0691
"Snapshot USA - 2019","d58728","Haliaeetus leucocephalus","Bald Eagle","Juvenile","Unknown",3,"Aves",59.41505,-136.0691
"Snapshot USA - 2019","d58729","Ursus arctos","Brown Bear","Unknown","Unknown",1,"Mammals",59.41423,-136.06422
"Snapshot USA - 2019","d58729","Tamiasciurus hudsonicus","American Red Squirrel","Unknown","Unknown",1,"Mammals",59.41423,-136.06422
"Snapshot USA - 2019","d58729","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",59.41423,-136.06422
"Snapshot USA - 2019","d58729","Canis lupus","Gray Wolf","Unknown","Unknown",1,"Mammals",59.41423,-136.06422
"Snapshot USA - 2019","d58729","Canis latrans","Coyote","Unknown","Unknown",2,"Mammals",59.41423,-136.06422
"Snapshot USA - 2019","d58729","Ursus arctos","Brown Bear","Unknown","Unknown",2,"Mammals",59.41423,-136.06422
"Snapshot USA - 2019","d58729","Canis lupus","Gray Wolf","Unknown","Unknown",2,"Mammals",59.41423,-136.06422
"Snapshot USA - 2019","d58729","Ursus arctos","Brown Bear","Adult","Female",1,"Mammals",59.41423,-136.06422
"Snapshot USA - 2019","d58729","Ursus arctos","Brown Bear","Juvenile","Unknown",3,"Mammals",59.41423,-136.06422
"Snapshot USA - 2019","d58729","Ursus arctos","Brown Bear","Juvenile","Unknown",1,"Mammals",59.41423,-136.06422
"Snapshot USA - 2019","d58729","Ursus arctos","Brown Bear","Juvenile","Unknown",2,"Mammals",59.41423,-136.06422
"Snapshot USA - 2019","d62394","Homo sapiens","Human non-staff","Unknown","Unknown",2,"Mammals",32.66049,-85.4881
"Snapshot USA - 2019","d62394","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",1,"Mammals",32.66049,-85.4881
"Snapshot USA - 2019","d62394","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",32.66049,-85.4881
"Snapshot USA - 2019","d62394","Homo sapiens","Human non-staff","Unknown","Unknown",3,"Mammals",32.66049,-85.4881
"Snapshot USA - 2019","d62394","Canis familiaris","Domestic Dog","Unknown","Unknown",1,"Mammals",32.66049,-85.4881
"Snapshot USA - 2019","d62394","Homo sapiens","Human non-staff","Unknown","Unknown",4,"Mammals",32.66049,-85.4881
"Snapshot USA - 2019","d62394","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",32.66049,-85.4881
"Snapshot USA - 2019","d62394","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",32.66049,-85.4881
"Snapshot USA - 2019","d62403","Homo sapiens","Human non-staff","Unknown","Unknown",2,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",3,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Odocoileus virginianus","White-tailed Deer","Adult","Male",2,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",1,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",2,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Homo sapiens","Human non-staff","Unknown","Unknown",9,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Homo sapiens","Human non-staff","Unknown","Unknown",6,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Homo sapiens","Human non-staff","Unknown","Unknown",3,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Homo sapiens","Human non-staff","Unknown","Unknown",4,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",2,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Canis latrans","Coyote","Unknown","Unknown",2,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Sylvilagus floridanus","Eastern Cottontail","Unknown","Unknown",1,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62403","Didelphis virginiana","Virginia Opossum","Unknown","Unknown",1,"Mammals",32.66487,-85.48588
"Snapshot USA - 2019","d62405","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.6644,-85.48485
"Snapshot USA - 2019","d62405","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",1,"Mammals",32.6644,-85.48485
"Snapshot USA - 2019","d62405","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",32.6644,-85.48485
"Snapshot USA - 2019","d62406","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",1,"Mammals",32.66379,-85.48567
"Snapshot USA - 2019","d62406","Didelphis virginiana","Virginia Opossum","Unknown","Unknown",1,"Mammals",32.66379,-85.48567
"Snapshot USA - 2019","d62406","Dasypus novemcinctus","Nine-banded Armadillo","Unknown","Unknown",1,"Mammals",32.66379,-85.48567
"Snapshot USA - 2019","d62406","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.66379,-85.48567
"Snapshot USA - 2019","d62406","Procyon lotor","Northern Raccoon","Unknown","Unknown",2,"Mammals",32.66379,-85.48567
"Snapshot USA - 2019","d62406","Procyon lotor","Northern Raccoon","Unknown","Unknown",3,"Mammals",32.66379,-85.48567
"Snapshot USA - 2019","d62406","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",32.66379,-85.48567
"Snapshot USA - 2019","d62407","Sylvilagus floridanus","Eastern Cottontail","Unknown","Unknown",1,"Mammals",32.66455,-85.4863
"Snapshot USA - 2019","d62407","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",1,"Mammals",32.66455,-85.4863
"Snapshot USA - 2019","d62407","Didelphis virginiana","Virginia Opossum","Unknown","Unknown",1,"Mammals",32.66455,-85.4863
"Snapshot USA - 2019","d62407","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",32.66455,-85.4863
"Snapshot USA - 2019","d62407","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",32.66455,-85.4863
"Snapshot USA - 2019","d62407","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.66455,-85.4863
"Snapshot USA - 2019","d62407","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",2,"Mammals",32.66455,-85.4863
"Snapshot USA - 2019","d62407","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",32.66455,-85.4863
"Snapshot USA - 2019","d62407","Homo sapiens","Human non-staff","Unknown","Unknown",4,"Mammals",32.66455,-85.4863
"Snapshot USA - 2019","d62407","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",2,"Mammals",32.66455,-85.4863
"Snapshot USA - 2019","d62407","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",2,"Mammals",32.66455,-85.4863
"Snapshot USA - 2019","d62408","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.66385,-85.48677
"Snapshot USA - 2019","d62408","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",32.66385,-85.48677
"Snapshot USA - 2019","d62408","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",1,"Mammals",32.66385,-85.48677
"Snapshot USA - 2019","d62408","Tamias striatus","Eastern Chipmunk","Unknown","Unknown",1,"Mammals",32.66385,-85.48677
"Snapshot USA - 2019","d62408","Didelphis virginiana","Virginia Opossum","Unknown","Unknown",1,"Mammals",32.66385,-85.48677
"Snapshot USA - 2019","d62408","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",32.66385,-85.48677
"Snapshot USA - 2019","d62408","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",32.66385,-85.48677
"Snapshot USA - 2019","d62408","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",1,"Mammals",32.66385,-85.48677
"Snapshot USA - 2019","d62408","Dasypus novemcinctus","Nine-banded Armadillo","Unknown","Unknown",1,"Mammals",32.66385,-85.48677
"Snapshot USA - 2019","d62409","Homo sapiens","Human non-staff","Unknown","Unknown",2,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Homo sapiens","Human non-staff","Unknown","Unknown",3,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",1,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Homo sapiens","Human non-staff","Unknown","Unknown",8,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Homo sapiens","Human non-staff","Unknown","Unknown",10,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Homo sapiens","Human non-staff","Unknown","Unknown",4,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Odocoileus virginianus","White-tailed Deer","Adult","Male",2,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Homo sapiens","Human non-staff","Unknown","Unknown",6,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Procyon lotor","Northern Raccoon","Unknown","Unknown",2,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Vehicle","Vehicle","Unknown","Unknown",1,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Didelphis virginiana","Virginia Opossum","Unknown","Unknown",1,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62409","Canis familiaris","Domestic Dog","Unknown","Unknown",1,"Mammals",32.66366,-85.48525
"Snapshot USA - 2019","d62410","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",32.66363,-85.48324
"Snapshot USA - 2019","d62410","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.66363,-85.48324
"Snapshot USA - 2019","d62410","Felis catus","Domestic Cat","Unknown","Unknown",1,"Mammals",32.66363,-85.48324
"Snapshot USA - 2019","d62410","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",32.66363,-85.48324
"Snapshot USA - 2019","d62410","Sylvilagus floridanus","Eastern Cottontail","Unknown","Unknown",1,"Mammals",32.66363,-85.48324
"Snapshot USA - 2019","d62410","Odocoileus virginianus","White-tailed Deer","Juvenile","Unknown",1,"Mammals",32.66363,-85.48324
"Snapshot USA - 2019","d62411","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",1,"Mammals",32.66131,-85.48274
"Snapshot USA - 2019","d62411","Dasypus novemcinctus","Nine-banded Armadillo","Unknown","Unknown",1,"Mammals",32.66131,-85.48274
"Snapshot USA - 2019","d62411","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.66131,-85.48274
"Snapshot USA - 2019","d62411","Tamias striatus","Eastern Chipmunk","Unknown","Unknown",1,"Mammals",32.66131,-85.48274
"Snapshot USA - 2019","d62411","Procyon lotor","Northern Raccoon","Unknown","Unknown",2,"Mammals",32.66131,-85.48274
"Snapshot USA - 2019","d62411","Sylvilagus floridanus","Eastern Cottontail","Unknown","Unknown",1,"Mammals",32.66131,-85.48274
"Snapshot USA - 2019","d62411","Didelphis virginiana","Virginia Opossum","Unknown","Unknown",1,"Mammals",32.66131,-85.48274
"Snapshot USA - 2019","d62411","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",32.66131,-85.48274
"Snapshot USA - 2019","d62411","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",32.66131,-85.48274
"Snapshot USA - 2019","d62412","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",32.66335,-85.48654
"Snapshot USA - 2019","d62412","Tamias striatus","Eastern Chipmunk","Unknown","Unknown",1,"Mammals",32.66335,-85.48654
"Snapshot USA - 2019","d62412","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",1,"Mammals",32.66335,-85.48654
"Snapshot USA - 2019","d62412","Didelphis virginiana","Virginia Opossum","Unknown","Unknown",1,"Mammals",32.66335,-85.48654
"Snapshot USA - 2019","d62412","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",32.66335,-85.48654
"Snapshot USA - 2019","d62412","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",32.66335,-85.48654
"Snapshot USA - 2019","d62412","Vehicle","Vehicle","Unknown","Unknown",1,"Mammals",32.66335,-85.48654
"Snapshot USA - 2019","d62412","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.66335,-85.48654
"Snapshot USA - 2019","d62395","Didelphis virginiana","Virginia Opossum","Unknown","Unknown",1,"Mammals",32.66125,-85.48711
"Snapshot USA - 2019","d62395","Dasypus novemcinctus","Nine-banded Armadillo","Unknown","Unknown",1,"Mammals",32.66125,-85.48711
"Snapshot USA - 2019","d62395","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",1,"Mammals",32.66125,-85.48711
"Snapshot USA - 2019","d62395","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",32.66125,-85.48711
"Snapshot USA - 2019","d62395","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",32.66125,-85.48711
"Snapshot USA - 2019","d62395","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",32.66125,-85.48711
"Snapshot USA - 2019","d62395","Tamias striatus","Eastern Chipmunk","Unknown","Unknown",1,"Mammals",32.66125,-85.48711
"Snapshot USA - 2019","d62395","Urocyon cinereoargenteus","Gray Fox","Unknown","Unknown",1,"Mammals",32.66125,-85.48711
"Snapshot USA - 2019","d62395","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.66125,-85.48711
"Snapshot USA - 2019","d62395","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",32.66125,-85.48711
"Snapshot USA - 2019","d62413","Didelphis virginiana","Virginia Opossum","Unknown","Unknown",1,"Mammals",32.66298,-85.48557
"Snapshot USA - 2019","d62413","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",32.66298,-85.48557
"Snapshot USA - 2019","d62413","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",32.66298,-85.48557
"Snapshot USA - 2019","d62413","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",1,"Mammals",32.66298,-85.48557
"Snapshot USA - 2019","d62413","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.66298,-85.48557
"Snapshot USA - 2019","d62413","Procyon lotor","Northern Raccoon","Unknown","Unknown",2,"Mammals",32.66298,-85.48557
"Snapshot USA - 2019","d62414","Homo sapiens","Human non-staff","Unknown","Unknown",4,"Mammals",32.66153,-85.48549
"Snapshot USA - 2019","d62414","Homo sapiens","Human non-staff","Unknown","Unknown",2,"Mammals",32.66153,-85.48549
"Snapshot USA - 2019","d62414","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",1,"Mammals",32.66153,-85.48549
"Snapshot USA - 2019","d62414","Homo sapiens","Human non-staff","Unknown","Unknown",1,"Mammals",32.66153,-85.48549
"Snapshot USA - 2019","d62414","Sylvilagus floridanus","Eastern Cottontail","Unknown","Unknown",1,"Mammals",32.66153,-85.48549
"Snapshot USA - 2019","d62414","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",32.66153,-85.48549
"Snapshot USA - 2019","d62414","Didelphis virginiana","Virginia Opossum","Unknown","Unknown",1,"Mammals",32.66153,-85.48549
"Snapshot USA - 2019","d62414","Homo sapiens","Human non-staff","Unknown","Unknown",3,"Mammals",32.66153,-85.48549
"Snapshot USA - 2019","d62414","Urocyon cinereoargenteus","Gray Fox","Unknown","Unknown",1,"Mammals",32.66153,-85.48549
"Snapshot USA - 2019","d62414","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",32.66153,-85.48549
"Snapshot USA - 2019","d62414","Procyon lotor","Northern Raccoon","Unknown","Unknown",2,"Mammals",32.66153,-85.48549
"Snapshot USA - 2019","d62414","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.66153,-85.48549
"Snapshot USA - 2019","d62415","Canis latrans","Coyote","Unknown","Unknown",1,"Mammals",32.66104,-85.48479
"Snapshot USA - 2019","d62415","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.66104,-85.48479
"Snapshot USA - 2019","d62415","Odocoileus virginianus","White-tailed Deer","Adult","Male",1,"Mammals",32.66104,-85.48479
"Snapshot USA - 2019","d62415","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",32.66104,-85.48479
"Snapshot USA - 2019","d62415","Didelphis virginiana","Virginia Opossum","Unknown","Unknown",1,"Mammals",32.66104,-85.48479
"Snapshot USA - 2019","d62415","Sciurus carolinensis","Eastern Gray Squirrel","Unknown","Unknown",1,"Mammals",32.66104,-85.48479
"Snapshot USA - 2019","d62415","Procyon lotor","Northern Raccoon","Unknown","Unknown",2,"Mammals",32.66104,-85.48479
"Snapshot USA - 2019","d62416","Dasypus novemcinctus","Nine-banded Armadillo","Unknown","Unknown",1,"Mammals",32.66043,-85.48366
"Snapshot USA - 2019","d62416","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",32.66043,-85.48366
"Snapshot USA - 2019","d62417","Odocoileus virginianus","White-tailed Deer","Adult","Female",1,"Mammals",32.65973,-85.48338
"Snapshot USA - 2019","d62417","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",32.65973,-85.48338
"Snapshot USA - 2019","d62417","Procyon lotor","Northern Raccoon","Unknown","Unknown",1,"Mammals",32.65973,-85.48338
"Snapshot USA - 2019","d62418","Odocoileus virginianus","White-tailed Deer","Unknown","Unknown",1,"Mammals",32.65897,-85.4828
